system:index,B11_au,B11_sp,B12_au,B12_sp,B2_au,B2_sp,B3_au,B3_sp,B4_au,B4_sp,B8_au,B8_sp,BSI_au,BSI_sp,NDVI_au,NDVI_sp,OC,VH,VV,VV_div_VH,VV_minus_VH,aspect,elev,hillshade,slope,.geo
000000000000000007b6_0,3182.0,4034.0,2025.0,3075.0,1498.0,1748.5,1830.0,2049.0,1455.0,2225.0,5572.0,4846.0,-0.2078243785769198,-0.02610183996576808,0.585883,0.37066892,45.9,-19.041172136481837,-13.314372574752998,0.6992412273424803,5.726799561728839,204,561,189,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.253231331365749,50.4875198399632]}"
000000000000000007ba_0,3829.0,3601.5,2708.5,2494.0,1545.0,1491.0,1804.5,1787.0,1866.0,1805.0,3779.0,4738.5,0.03366911697976223,-0.0707287727741492,0.33888397,0.44830748,39.3,-20.74378618060316,-13.232437303598456,0.6378988477991389,7.511348877004703,108,377,171,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.363544448255626,50.66799138054281]}"
000000000000000007bb_0,4831.0,3213.0,3939.0,2238.5,4835.0,1385.5,4752.5,1683.5,4947.0,1537.5,5405.5,5331.5,-0.023103629143042686,-0.17148463047743623,0.044288818,0.5523366,21.8,-21.413543986573046,-14.768526576503024,0.6896815672250864,6.645017410070022,270,344,203,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.362017312272624,50.77578921463716]}"
000000000000000007bc_0,3069.0,3725.0,2085.0,2721.0,1329.0,1578.0,1640.0,1885.0,1426.5,2028.0,4259.0,4260.0,-0.10834531660633709,-0.007333275817444569,0.49819717,0.35496184,35,-20.348321234217313,-14.11539580919224,0.693688469270678,6.232925425025073,122,309,162,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.647048177641896,50.98545600195065]}"
000000000000000007cd_0,3721.5,3398.5,2576.0,2338.0,1513.0,1412.0,1752.5,1711.0,1752.0,1713.0,3641.0,4588.0,0.030063514467184194,-0.0799622013229537,0.35026887,0.45627677,35.4,-20.661225846163653,-13.166708927269104,0.6372665893739252,7.494516918894549,136,327,166,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.29832675862855,51.2429131623793]}"
000000000000000007da_0,3294.0,3120.5,2318.5,2190.0,1401.5,1501.0,1667.0,1791.5,1572.0,1689.0,3989.5,4176.0,-0.05118455688797894,-0.0827254088590092,0.43468487,0.4240409,41.8,-20.481328742308122,-14.2237858126582,0.6944757340511915,6.257542929649922,90,205,176,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645256121355509,50.8129794673997]}"
000000000000000007e0_0,2728.0,3147.5,1884.0,2245.5,1470.0,1420.5,1807.0,1639.0,1511.0,1554.0,4180.0,3561.5,-0.1426837900697745,-0.028966799194506117,0.46898612,0.39243475,26.1,-20.248529211965597,-12.528809931477106,0.6187516041448272,7.719719280488491,335,452,194,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.81701400367916,50.43577687959792]}"
000000000000000007e2_0,3735.5,3798.5,2746.0,2734.0,1443.5,1434.5,1607.0,1664.0,1596.0,1712.5,3290.0,3588.0,0.05941381023348236,0.04637584848341007,0.34670487,0.35383454,51,-14.194265638314297,-8.487331291425894,0.5979408521506185,5.706934346888403,107,406,153,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.813869900184743,51.244889456004366]}"
000000000000000007e3_0,2218.5,2485.0,1592.0,1831.5,1261.5,1354.5,1434.0,1550.0,1287.0,1548.0,4658.0,3461.0,-0.25612732095490715,-0.08843306775159632,0.56703115,0.38191256,25.8,-15.749829154519443,-9.952331771189176,0.631900935149721,5.797497383330267,341,265,189,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.871990899067276,50.93928259634691]}"
000000000000000007e5_0,3205.5,3378.0,2118.0,2500.5,1386.0,1459.5,1586.0,1723.5,1512.0,1739.0,4065.0,3691.5,-0.0721345331169789,-0.0033112582781456954,0.457773,0.35954332,12,-17.304369398224658,-10.876860824796754,0.6285615253863377,6.427508573427904,180,339,180,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.871092583783156,51.26294559321517]}"
000000000000000007ef_0,2843.0,4075.0,2000.0,2984.0,1288.0,1715.0,1518.0,2005.0,1475.0,2300.0,4252.0,4208.0,-0.12396023534185432,0.03675394373068792,0.4848961,0.29317763,16.8,-22.34427403578711,-15.472733041703007,0.6924697135794843,6.871540994084102,59,45,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.940451672280885,53.422315873181674]}"
000000000000000007f2_0,3037.5,3209.5,1997.0,2306.5,1288.0,1382.0,1603.5,1560.0,1372.0,1554.5,5102.0,3654.0,-0.18338811982036204,-0.027755102040816326,0.5761508,0.4030911,370.6,-20.131210285792786,-13.64450873573345,0.677778858897659,6.486701550059337,180,7,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.361132719834057,53.954298184437256]}"
000000000000000007f3_0,3041.0,3400.5,1963.0,2588.0,1209.0,1517.0,1584.0,1793.0,1293.0,1778.5,5784.0,4030.0,-0.2347488302286572,-0.03430915532351296,0.6345909,0.38762158,18.8,-18.624200434527168,-12.68667763240347,0.6811931431367008,5.9375228021236985,240,27,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.403892527358147,54.16926503192706]}"
00000000000000000806_0,4166.0,3574.0,4013.0,2406.0,2744.0,1376.5,2920.0,1708.5,2926.0,1589.5,4617.0,5419.5,-0.018612052860997718,-0.1365023621388854,0.22418135,0.5464403,40.5,-21.25967150702921,-15.363433692190146,0.7226562125906058,5.896237814839065,248,193,194,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.27434631482441,51.62218187533457]}"
0000000000000000081f_0,3002.0,3544.5,2151.0,2687.5,1288.0,1405.5,1548.0,1707.0,1516.0,1574.5,3824.0,4768.0,-0.0616822429906542,-0.09338056232012397,0.43220973,0.5035081,33.3,-19.56495841418385,-13.411455897353079,0.6854834860078356,6.15350251683077,180,36,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.855906481199685,52.89320817083528]}"
0000000000000000083a_0,3387.0,3596.5,2200.5,2663.0,1332.0,1434.0,1593.5,1617.0,1419.0,1571.5,5264.0,3676.0,-0.15699000175407823,0.005643121229811247,0.5753404,0.40104812,407.9,-19.017774647870535,-13.469267350474176,0.7082462380519564,5.548507297396359,270,-2,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.605007022345102,53.30400775026314]}"
0000000000000000083b_0,3462.5,3148.0,2539.5,2359.0,1924.0,1383.0,2166.5,1640.5,2220.0,1549.0,4388.0,4212.0,-0.05248238776105715,-0.08725223474543335,0.32808718,0.46224615,29.3,-17.81024437784911,-12.074404413624016,0.6779471498235673,5.735839964225093,0,6,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.720171041769225,53.46705197433083]}"
0000000000000000083c_0,3131.0,2749.5,2028.0,2049.5,1294.0,1358.0,1579.0,1503.0,1267.0,1446.0,4948.0,2900.0,-0.17330827067669172,-0.007393387354350269,0.59227675,0.3345605,101.3,-19.60983733926934,-13.907111819303658,0.7091905750515437,5.702725519965682,0,0,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.78799384572025,53.19809637826545]}"
0000000000000000083e_0,3838.0,3131.5,2735.5,2138.5,1521.0,1371.5,1896.0,1657.0,1737.5,1421.5,4520.0,5234.0,-0.040072310937029225,-0.18394049379396873,0.4446664,0.5728345,38.8,-21.018492248401806,-14.322946015134093,0.6814449793002243,6.695546233267713,180,7,180,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.87495076522302,53.30679252764391]}"
0000000000000000083f_0,4016.0,3307.0,2835.0,2548.0,1493.0,1437.5,1802.0,1659.5,1850.0,1732.0,4748.0,3223.5,-0.030973816800198232,0.03896907216494845,0.439224,0.30097872,292.1,-19.866340202460094,-12.505006501700022,0.6294569797083963,7.361333700760072,239,6,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.93801249816821,53.181567377037645]}"
00000000000000000841_0,2832.0,3116.0,2074.5,2345.0,1512.5,1476.0,1723.0,1711.0,1588.0,1680.0,4380.0,4164.0,-0.1427878787878788,-0.08087389804522806,0.46782842,0.42505133,31.4,-18.570652328679564,-12.427883589933064,0.6692217036845861,6.142768738746501,90,4,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.112734820929456,53.416656486891725]}"
0000000000000000084a_0,2070.0,2723.0,1522.0,1934.0,1213.0,1396.0,1526.0,1558.0,1193.0,1539.0,5480.0,4358.0,-0.34451586982723986,-0.14896166134185304,0.64243966,0.47803968,75.7,-20.22745689037893,-13.926262379808174,0.6884831076531482,6.301194510570758,309,9,195,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.225028805726247,53.31182309323498]}"
0000000000000000085f_0,3210.0,3298.0,2067.0,2163.0,1320.0,1294.5,1670.0,1616.0,1368.0,1389.0,5449.0,5991.5,-0.19309068476249228,-0.21707174475904117,0.59865046,0.62360275,30.5,-20.93392409118843,-14.328595789672418,0.684467743709057,6.605328301516012,320,-3,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.3258060577589035,53.12066160077434]}"
00000000000000000860_0,3607.0,2908.5,2394.5,2187.0,1681.0,1324.5,1944.0,1563.5,1610.5,1503.0,5523.0,3130.0,-0.1599243247594896,-0.004849988720956463,0.5484685,0.35117635,75.2,-20.231725272773538,-13.90062199225362,0.6870705194361313,6.331103280519917,0,-2,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.315834758105177,53.28226852038744]}"
00000000000000000862_0,4284.0,2714.5,3394.0,1886.5,1612.0,1334.5,1808.0,1564.0,2010.0,1546.5,3499.0,3794.5,0.10372643577378343,-0.09243876464323748,0.27028498,0.42089495,510.7,-19.476709920323792,-11.30076594755045,0.5802194515285249,8.175943972773341,0,5,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.477172183133043,53.08796292443239]}"
00000000000000000866_0,3768.0,3136.0,2548.0,2082.0,1480.0,1391.0,1852.0,1672.0,1692.0,1602.0,5412.0,4972.0,-0.11593264248704663,-0.14638320871993515,0.5236486,0.5126255,152.3,-19.70103210491104,-14.17912133322348,0.7197146452895192,5.52191077168756,180,-1,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.59251586561399,53.162253598429075]}"
0000000000000000086d_0,3341.0,2642.5,2171.0,1814.0,1440.0,1343.0,1776.0,1562.0,1410.0,1393.0,5048.0,4672.0,-0.15455111664738855,-0.19695537535445998,0.5633323,0.54064304,62.8,-19.336113865691058,-13.8526734289852,0.7164145559550426,5.483440436705857,239,25,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.81987946402464,52.8069699035598]}"
0000000000000000086f_0,3399.0,4053.5,2167.0,2967.0,1354.0,1740.5,1668.0,2067.0,1405.0,2271.0,6340.0,4524.0,-0.23123699791966715,0.004766065612836603,0.6371853,0.33156732,18.7,-19.34490487336646,-13.6107489245559,0.7035831405557754,5.73415594881056,212,87,195,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864435902116969,52.502081696129636]}"
00000000000000000870_0,3447.0,2881.0,2299.0,1909.5,1408.0,1345.0,1719.0,1641.5,1442.0,1338.0,4540.0,5682.0,-0.0977207714312079,-0.24968877823226035,0.517887,0.61880344,30.9,-19.38469436505336,-13.876323212970398,0.715839153904153,5.508371152082962,59,3,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8352406553830845,53.09496978364852]}"
00000000000000000874_0,2594.0,3047.0,1748.0,2147.0,1199.0,1333.0,1466.0,1758.0,1203.0,1456.0,5260.0,5700.0,-0.2595553822152886,-0.21931345353675452,0.6277271,0.5930688,55.8,-19.02971924196562,-11.583545503527827,0.6087081662236514,7.446173738437793,0,-2,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8390135795763864,53.616441806079905]}"
00000000000000000877_0,3370.5,3188.5,2231.0,2077.5,1349.0,1323.0,1643.0,1655.0,1418.5,1362.0,4484.0,5718.0,-0.09828657503295048,-0.21485571323814864,0.5193562,0.6152542,84.8,-21.38572898338444,-14.496950297790129,0.6778796415615983,6.8887786855943105,0,-2,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.905668573658055,53.4916658131157]}"
00000000000000000879_0,2989.0,2848.0,2002.0,1978.0,1314.0,1329.5,1616.0,1607.0,1392.5,1403.0,4738.0,4876.0,-0.16010926343029663,-0.1869172285181466,0.5457141,0.5531136,68.6,-19.298358348424387,-12.070970055027814,0.6254920671018294,7.227388293396572,79,8,166,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.944385962403606,53.31263157699068]}"
0000000000000000087c_0,3358.0,2914.0,2230.0,1993.0,1419.0,1280.0,1768.0,1504.5,1657.0,1313.5,5320.0,4452.0,-0.14667347286030288,-0.15106180029117927,0.52501076,0.5443587,30.1,-17.88755699594862,-11.522800130640649,0.644179645842664,6.364756865307973,112,11,166,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.037631088895212,53.24220365871571]}"
00000000000000000885_0,3917.0,3115.5,2768.0,2287.5,1499.0,1390.5,1726.0,1629.0,1816.0,1505.0,3886.0,4338.0,0.03130059363194819,-0.1070634843946275,0.36303052,0.48485368,169.7,-21.3069980277235,-14.854490564581756,0.6971648725575469,6.4525074631417425,301,-2,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.307215505659482,53.24633590902266]}"
00000000000000000887_0,3399.5,3050.5,2263.5,2065.5,1444.0,1355.0,1835.0,1654.0,1573.0,1487.5,4776.0,4892.0,-0.11145856600402054,-0.15846082522021326,0.5044889,0.5336625,52.9,-19.355171931487043,-14.437572790660408,0.7459284186038837,4.917599140826635,0,-2,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.391657142366716,53.39123416435114]}"
00000000000000000888_0,2957.0,1911.5,1888.0,1579.0,1186.0,1300.0,1295.0,1419.5,1195.0,1367.5,2456.0,2188.0,0.06543494996150885,-0.030885178070045812,0.34538484,0.23076923,76.1,-15.997989451588953,-9.400914445042787,0.5876309941002661,6.5970750065461665,90,25,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.44384926037406,52.78073909726351]}"
00000000000000000889_0,3349.0,3281.0,2168.0,2259.0,1352.0,1373.0,1724.0,1665.5,1459.0,1509.0,5228.0,5458.0,-0.1556023884791008,-0.17563032441270116,0.56363094,0.56681496,40.8,-20.88472734604902,-13.996741525793404,0.6701902923545379,6.887985820255615,270,-1,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.459569777846152,53.17644697991816]}"
00000000000000000899_0,3021.5,3583.0,2239.5,2779.5,1311.0,1474.5,1536.5,1795.0,1328.5,1792.0,4771.5,4446.5,-0.16606757728253055,-0.0483356940509915,0.56442624,0.42550293,21.5,-20.181308305838318,-10.128635007286128,0.5018819817720134,10.05267329855219,270,49,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.870000882596658,51.97647742339131]}"
000000000000000008a1_0,3172.5,3311.0,2452.0,2611.5,1436.0,1782.0,1668.0,2030.0,1567.5,2161.0,3545.5,3964.0,-0.024841845394229286,-0.024425031199857374,0.38685703,0.29436734,13.5,-18.44595323847162,-11.939525395147275,0.6472707179071516,6.506427843324346,208,48,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.35230635864043,51.70051496810979]}"
000000000000000008a6_0,3140.5,3787.0,2103.0,2750.0,1329.0,1521.0,1652.5,1806.0,1354.0,1827.0,4506.5,4284.0,-0.1298160696999032,-0.016726508450827567,0.5379234,0.40206185,26.2,-21.25706431069969,-13.798101556391702,0.6491066383727532,7.458962754307988,238,52,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.7338208598059905,52.17608307952266]}"
000000000000000008ac_0,3118.5,3150.0,2224.5,2215.0,1349.5,1452.0,1619.5,1692.0,1455.5,1578.0,3844.0,4338.0,-0.06342462247248529,-0.10096976611523104,0.4507029,0.46653143,56.6,-18.356031138741464,-12.527455794259101,0.6824708293188271,5.828575344482363,270,55,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.975737165819377,52.00064210453412]}"
000000000000000008b1_0,3322.0,3007.0,2241.0,2184.0,1437.0,1352.0,1695.0,1606.0,1503.5,1496.0,4445.5,4494.0,-0.09871124392977214,-0.1297709923664122,0.4945369,0.50050086,27.4,-17.77013681674285,-11.694086071694226,0.6580751849178884,6.076050745048622,0,126,180,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.649204134323783,51.88440010676906]}"
000000000000000008c6_0,2866.5,3604.0,1858.0,2542.0,1200.0,1436.0,1515.0,1790.0,1188.0,1814.0,4908.0,4859.0,-0.20206642066420663,-0.0748740715444378,0.6102362,0.4563165,38.2,-20.083363564499724,-14.006350294639262,0.6974105831255044,6.077013269860462,338,333,185,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.079762075720419,50.9234722473464]}"
000000000000000008c9_0,3225.5,3435.0,2146.5,2455.5,1302.5,1340.5,1630.0,1628.5,1380.0,1640.0,4858.0,4132.0,-0.14443618799925692,-0.03768665560559374,0.5575505,0.43173942,45.5,-20.266762127926842,-13.882139117383774,0.6849707432177686,6.384623010543068,270,358,185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.259964121714795,51.42976274147617]}"
000000000000000008ca_0,2992.0,3603.0,2312.5,2897.0,1386.5,1660.0,1614.5,1982.0,1726.5,2226.0,3434.0,3911.0,-0.010692944753118775,0.022631578947368423,0.3308788,0.27456412,42.2,-20.43397701196168,-11.946483160123877,0.5846381814529116,8.487493851837803,129,534,149,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.361653411877123,50.99973921496815]}"
000000000000000008d3_0,2902.0,3102.5,1966.0,2222.0,1233.0,1350.0,1557.0,1633.0,1356.0,1546.0,4464.0,4816.5,-0.14455047714716224,-0.1403606102635229,0.5340206,0.5140275,26.5,-19.80876812965001,-13.548032039038148,0.6839411694036281,6.260736090611861,338,176,194,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.632221401172073,50.77129763821656]}"
000000000000000008d7_0,3148.5,3954.0,2057.0,2827.0,1256.5,1653.5,1566.5,1987.0,1334.0,2163.0,4542.0,4584.0,-0.1280031125376909,-0.009753531102027601,0.54594964,0.35882613,34,-22.616664257592888,-15.548637415919757,0.687485883807987,7.068026841673131,122,334,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.900188850424926,50.488687649832556]}"
000000000000000008d8_0,3267.0,3329.0,2295.0,2275.0,1368.5,1467.0,1685.0,1783.0,1512.0,1646.0,3822.5,5277.0,-0.04132397191574724,-0.15095144636914412,0.433124,0.5244836,24.4,-19.16361524216056,-12.818248137739651,0.6688846533267429,6.345367104420909,165,292,176,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9330671898237,50.381338973380274]}"
000000000000000008db_0,2933.0,3488.0,1992.0,2582.0,1286.5,1643.0,1475.5,1872.0,1396.5,2200.0,4426.0,3536.0,-0.13772156940848437,0.046839054016747955,0.52030915,0.23291492,60.4,-19.866253786858323,-13.255854143648131,0.6672548476359936,6.610399643210192,345,508,185,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.975467671234141,50.70590028553266]}"
000000000000000008dd_0,3258.5,3370.0,2215.0,2284.0,1395.0,1654.0,1699.0,1990.0,1634.0,2108.0,4333.5,4188.0,-0.07871198568872988,-0.03215547703180212,0.45236698,0.3303685,84.6,-19.499844775046917,-13.7307833974725,0.7041483435315943,5.769061377574417,90,594,176,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.118389632937557,50.67230329390659]}"
000000000000000008df_0,3489.0,4075.0,2364.0,2863.0,1370.5,1598.0,1713.0,1936.0,1572.5,2100.0,4522.0,4738.0,-0.07586269855760452,-0.012868675565502358,0.48396096,0.3857853,30.5,-21.718163284168458,-13.91080496033176,0.6405147976059328,7.807358323836699,10,426,176,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.592511291332138,50.24138145211445]}"
000000000000000008e0_0,3220.0,3388.0,2399.0,2589.0,1349.0,1520.0,1648.0,1758.0,1645.0,1866.0,3810.0,3888.0,-0.029329608938547486,-0.014443819170887263,0.3968836,0.3514077,29,-21.029641115435243,-13.580896882224831,0.6457978435141617,7.448744233210412,180,332,180,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.638235539293822,49.9907514878451]}"
000000000000000008e2_0,2905.0,3183.0,2000.0,2261.0,1197.0,1311.0,1567.0,1608.0,1231.0,1445.0,5228.5,4947.0,-0.21677791980305827,-0.14973360279257764,0.61885595,0.54787236,21.1,-20.987065084794104,-13.767506384156924,0.6559996039718763,7.2195587006371795,102,161,167,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.732828138711607,49.83148018797071]}"
000000000000000008e4_0,3216.5,4240.0,2198.0,3022.0,1296.0,1684.0,1600.5,2054.0,1323.5,2372.0,4702.5,4764.0,-0.13839730511932438,0.012557427258805513,0.56073684,0.3352018,52.7,-21.555656947835892,-13.581240440947774,0.6300545826004751,7.974416506888119,322,516,185,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.730043361330837,50.28135648225777]}"
000000000000000008e6_0,3203.5,3774.0,2114.0,2636.0,1276.0,1576.0,1573.0,1906.0,1361.5,2078.0,4658.0,4816.0,-0.13039337079721877,-0.044103234237177394,0.54763687,0.39715695,31,-19.44920605186853,-13.216181695795552,0.6795229409647724,6.233024356072978,142,536,154,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.789781327724786,50.22907453272202]}"
000000000000000008e8_0,3264.0,3954.0,2173.0,2653.0,1332.0,1614.0,1700.0,1916.0,1364.0,2032.0,5219.0,5008.0,-0.17201896412917075,-0.05044416243654822,0.58559924,0.4227273,34.3,-20.440643841117225,-15.26540103151546,0.7468160567823434,5.175242809601766,207,393,185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.580837766920435,49.56486021164404]}"
000000000000000008ea_0,2331.5,2980.0,1752.5,2195.0,1186.0,1344.0,1466.0,1623.0,1275.5,1581.0,3072.0,3593.0,-0.0827717736808646,-0.03958728153295431,0.41322598,0.3888674,27.6,-19.092619145136602,-12.950477662715665,0.6782975957499522,6.1421414824209375,13,300,172,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.63347904256984,49.61992693856057]}"
000000000000000008f5_0,2791.5,3104.0,1861.0,2218.0,1178.5,1379.5,1426.0,1574.0,1214.5,1582.0,4464.0,3676.0,-0.1696118567653003,-0.037930503515885644,0.5722462,0.39825028,83,-17.999172987041927,-11.061749782347333,0.6145698910894947,6.9374232046945945,229,209,194,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.700668451540128,49.48859324402229]}"
000000000000000008f6_0,2669.5,3752.0,1844.0,2688.0,1233.5,1618.0,1532.5,1944.0,1311.5,2066.0,4010.5,4444.0,-0.13691056910569105,-0.02053872053872054,0.50714016,0.36528417,36.7,-17.46450185456444,-11.517581882488946,0.6594852792482464,5.946919972075493,78,379,167,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.779810028071059,49.54482778080818]}"
000000000000000008f8_0,2938.0,4150.5,1956.5,3077.5,1207.5,1769.5,1535.0,2113.0,1234.0,2337.0,4967.0,4854.0,-0.19354371043347993,-0.010372969262451376,0.6019997,0.35002086,23.8,-21.134151996548965,-15.58839467692934,0.7375926263554269,5.545757319619625,327,339,194,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.119732531581885,49.410080488190246]}"
00000000000000000900_0,3001.0,3134.0,2006.0,2219.0,1296.0,1327.0,1632.0,1610.0,1375.0,1518.0,4976.0,4556.0,-0.17806160781367392,-0.11684859990507832,0.56699735,0.5001646,47.9,-20.07067684118808,-13.571185003435868,0.6761697729887082,6.499491837752213,326,469,194,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.411438375744751,50.518511717265326]}"
0000000000000000091b_0,3890.0,4226.5,3108.0,3534.0,1298.0,1601.0,1654.0,1902.0,1634.0,1918.5,3444.0,4454.0,0.07617377751802065,0.007377049180327869,0.35643953,0.3978815,52.4,-22.744179445465996,-14.933137441818952,0.6565696281822047,7.811042003647044,0,36,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.401103175695525,52.566940059643066]}"
00000000000000000921_0,3095.0,3573.0,2092.0,2382.5,1279.0,1400.5,1641.0,1685.5,1330.0,1562.0,4704.0,4862.5,-0.14969254419677172,-0.09896473065450079,0.55916476,0.5137365,17.1,-23.144422796967298,-16.088334246864417,0.6951279099936133,7.056088550102881,59,28,176,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.493270323846188,52.67365991539647]}"
00000000000000000922_0,3595.0,3832.0,2348.0,2710.5,1271.0,1498.0,1621.0,1783.0,1371.0,1760.0,4972.0,4414.5,-0.11392630921580872,-0.02785866400104307,0.5677124,0.42991334,74.6,-21.40583317258209,-14.571808447298286,0.6807400735030841,6.834024725283802,90,32,166,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.520309613898185,52.60143536655326]}"
00000000000000000925_0,3143.0,3494.5,2210.0,2418.5,1298.0,1432.5,1611.0,1716.5,1429.0,1652.0,4060.0,4828.0,-0.07915407854984895,-0.09765933198912949,0.47932228,0.49012345,33.7,-21.981091864922714,-14.380008640481467,0.6541990147190546,7.601083224441247,180,18,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.591725678985688,52.94207652229138]}"
00000000000000000932_0,3381.0,4456.5,2261.0,3266.0,1246.0,1806.0,1597.0,2120.0,1404.0,2466.0,4226.0,4296.0,-0.06697864872769815,0.06299666014050444,0.50124335,0.27063,38.6,-22.847676022436488,-15.261621262249705,0.6679725871140131,7.586054760186784,59,23,175,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.946111058570839,52.882877545067906]}"
00000000000000000934_0,3905.0,4257.5,2802.0,3054.0,1477.0,1689.0,1687.0,1965.0,1766.0,2265.0,3463.0,4097.5,0.06889077372537933,0.05979364692501422,0.32453623,0.28801572,14.2,-23.716745264195296,-15.815320257950752,0.6668419330635064,7.901425006244544,151,33,176,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.985187773430038,52.43282158772402]}"
00000000000000000936_0,3215.0,3802.0,2148.0,2607.0,1318.0,1428.0,1565.0,1696.0,1366.0,1684.0,4420.0,4604.0,-0.11212326775850373,-0.04740406320541761,0.5278258,0.4643766,88.5,-20.200905011890796,-13.94030501114461,0.6900831919628834,6.260600000746187,180,29,180,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.077534584637524,52.52112598015297]}"
0000000000000000093b_0,3249.5,3887.0,2274.0,2889.5,1393.0,1550.0,1679.0,1770.0,1542.0,1926.0,3901.0,3761.0,-0.04982400475930792,0.04512765192376843,0.4334007,0.32266572,8,-19.903800842899066,-12.722442661437459,0.6391966419808883,7.181358181461608,180,23,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.209766594459918,52.80643091438933]}"
0000000000000000093f_0,2842.0,3637.5,1973.5,2712.5,1320.0,1608.0,1579.5,1897.5,1401.5,1944.5,3531.0,4044.0,-0.06679861454725383,-0.006231084208652305,0.43172833,0.35058862,15.9,-19.244147587541743,-13.312405448260915,0.6917638408094047,5.9317421392808285,0,80,180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.418265571904058,51.74147814506564]}"
